tag,title,artist
Abortion,Die of Shame,Tilt
Abortion,DNA,Starlito and Don Trip
Abortion,Don't Pray on Me,Bad Religion
Abortion,Don't Worry,I Wayne
Abortion,Dr. Hatchet,Seventh Angel
Abortion,Dr. Tiller,Kendl Winter
Abortion,Due in June,¡Mayday!
Abortion,Elle attend son petit,Pierre Perret
Abortion,Everyday,The Saw Doctors
Abortion,Execution,Grammatrain
Abortion,La fabbricante d'angeli,Le Orme
Abortion,Fallopian Rhapsody,Lunachicks
Abortion,F.D.K. (Fearless Doctor Killers),Mudhoney
Abortion,Final Request,Value Pac
Abortion,First Do No Harm,Michael J. Tinker
Abortion,First Trimester,Illogic
Abortion,Formidable,Sylvain Sylvain
Abortion,The Freshmen,The Verve Pipe
Abortion,From Womb to Waste,Dying Fetus
Abortion,Fugu,Marianne Dissard
Abortion,The Future,Leonard Cohen
Abortion,Games of Chance and Circumstance,AD
Abortion,Get Your Gunn,Marilyn Manson
Abortion,The Gift of Life,Desmond Child
Abortion,Giving You Back,Robyn
Abortion,God Are You There,Eternity Focus
Abortion,God Has Lodged a Tenant in My Uterus,Tammy Faye Starlite
Abortion,Going Through Hell,Rittz
Abortion,Good, Bad, Ugly,Lecrae
Abortion,Good-Bye April,Kelita
Abortion,Goose Walking Over My Grave,Jay Munly
Abortion,Halo,Machine Head
Abortion,Hands on the Bible,Local H
Abortion,Happy Birthday,Flipsyde
Abortion,Hard to Make a Stand,Sheryl Crow
Abortion,Have Me,Jerry Blackwell
Abortion,Hellbound,The Breeders
Abortion,Hello Birmingham,Ani DiFranco
Abortion,Hide My Sin,Lorene Mann
Abortion,Homicide,Focal Point
Abortion,How Was I to Know,Sal Solo
Abortion,Howard,Rickie Lee Jones
Abortion,Human Garbage Can,Officer Negative
Abortion,Hypocrisy,Nuclear Assault
Abortion,I Blew Up the Clinic Real Good,Steve Taylor
Abortion,I Can't Afford It (I'm Gonna Have to Abort It),Wendy Ho
Abortion,I Can't Cry,The Silencers
Abortion,Spanish: Ilegal,No Te Va Gustar
Abortion,I Luv Abortion,Xiu Xiu
Abortion,If I Were a Killer,Galactic Cowboys
Abortion,If These Walls Could Talk,U.S. Girls
Abortion,I'll Be Good To You, Baby (A Message to the Silent Victim),Andraé Crouch
Abortion,I'll Live Yesterdays,Lee Hazlewood
Abortion,In America,Creed
Abortion,In te,Nek
Abortion,In the Fields,Sara Hickman
Abortion,In the Line of Fire,Dogwood
Abortion,In the Morning,Anika Moa
Abortion,Into the Slaughter Basement,Here Comes the Kraken
Abortion,Invetro,Organized Konfusion
Abortion,Isobel,Dido
Abortion,It’s Not the Time,Kendall Payne
Abortion,I Want to Live,The Right Brothers
Abortion,I Would Die For That,Kellie Coffey
Abortion,Jesus Loves You,Jewel
Abortion,Judge's Chair,Peggy Seeger
Abortion,Killers of the Unborn,Barren Cross
Abortion,Kitchenware &amp; Candybars,Stone Temple Pilots
Abortion,KKKill the Fetus,Esham
Abortion,L'Annonciation,Mylène Farmer
Abortion,La Femme Fétal,Digable Planets
Abortion,Legal Kill,King's X
Abortion,Let Me Live,Pat Boone
Abortion,Let's Get Out of Here,Blessid Union of Souls
Abortion,Life Inside You,Matthew West
Abortion,Lime Tree,Bright Eyes
Abortion,Little One,Madison Greene
Abortion,Little Ones,Phil Keaggy
Abortion,Lone Star,The Front Bottoms
Abortion,Lost Ones,J. Cole
Abortion,Lost Woman Song,Ani DiFranco
Abortion,Lucy,Skillet
Abortion,Malediction,Atomic Opera
Abortion,Mama Mama,Judy Collins
Abortion,Mandy Goes to Med School,The Dresden Dolls
Abortion,Manhattan, Kansas,Susan Werner
Abortion,Maria,Roberta D'Angelo
Abortion,Mary and Child,Born Against
Abortion,Miracle,Whitney Houston
Abortion,Moral Majority,Dead Kennedys
Abortion,Mortal Seed,Ephraim Lewis
Abortion,Murder Is Your Name,Venia
Abortion,Murder Me,Harvey Stripes
Abortion,Murder She Wrote,Chaka Demus &amp; Pliers
Abortion,Musa di nessuno,Afterhours
Abortion,My Special Child,Sinéad O'Connor
Abortion,My Story,Jean Grae
Abortion,Nerea,Sauti Sol
Abortion,Never Been Born (Mercy),Stan Fortuna
Abortion,Nine-Month Blues,Peggy Seeger
Abortion,No Apology,Anti-Flag
Abortion,No Name Yet,Hangnail
Abortion,Not a Solution,Chokehold
Abortion,Nude as the News,Cat Power
Abortion,Oasis,Amanda Palmer
Abortion,Odious,Vigilantes of Love
Abortion,Operation Rescue,Bad Religion
Abortion,Papa Don't Preach,Madonna
Abortion,Pennsylvania Is…,Everclear
Abortion,Piccola storia ignobile,Francesco Guccini
Abortion,Plastic Rose,Dave Alvin
Abortion,Play With the Boys,Exude
Abortion,Please, Survive!,Lightmare
Abortion,Potter's Field,Anthrax
Abortion,Poussière d'ange,Ariane Moffatt
Abortion,Pro LC,Jenni Potts
Abortion,The Promise,The Front
Abortion,Protestors,Christafari (featuring Papa San, Mr. Lynx. Monty G, and the GospelReggae.com All-Stars)
Abortion,Pro- (Your) Life,Arab Strap
Abortion,Pulling Weeds,Faster Pussycat
Abortion,Pure Imagination,Second Nature
Abortion,Push Dawta Push,Jah Bull
Abortion,Quartering Alive,Creation of Death
Abortion,Rapid City, South Dakota,Kinky Friedman
Abortion,Rainy Day,Pigeon John (featuring RedCloud)
Abortion,Real Killer,Tech N9ne
Abortion,Rebecca Rodifer,The Gaunga Dyns
Abortion,Red Ragtop,Tim McGraw
Abortion,The Resistance,Drake
Abortion,Retrospect for Life,Common (featuring Lauryn Hill)
Abortion,The Right to Choose,Oi Polloi
Abortion,Righteous Seed,Extra Life
Abortion,Ripped to Shreds,Dead Pharisees
Abortion,Rock A Bye Bye,Extreme
Abortion,Roses,Steve Green
Abortion,Rosie Jane,Malvina Reynolds
Abortion,Rosslyn Road,Mike &amp; Billy Nicholls
Abortion,RU 486,The Pain Teens
Abortion,Run Away,Bubba Sparxxx (featuring Frankie J)
Abortion,Runaway Love,Ludacris (featuring Mary J. Blige)
Abortion,Safe,Eligh and Jo Wilkinson (featuring Pigeon John and Slug of Atmosphere)
Abortion,Sally's Pigeons,Cyndi Lauper
Abortion,Samantha (What You Gonna Do?),Cellarful of Noise
Abortion,Sara,Fleetwood Mac
Abortion,Sea of Blood,Radiohalo
Abortion,The Secret,Vin Garbutt
Abortion,See No Evil,Holy Soldier
Abortion,See You Fall,How to Dress Well
Abortion,The Senator,Si Kahn and John McCutcheon
Abortion,Se quiere, se mata,Shakira
Abortion,Shasta (Carrie's Song),Vienna Teng
Abortion,She Wore a Red Carnation,Candye Kane
Abortion,Shit, Man!,Skylar Grey (featuring Angel Haze)
Abortion,Si Je T'avais Écouté,Les Nubians
Abortion,Sibling Rivalry,Sackcloth Fashion
Abortion,Sie hat geschrien,Selig
Abortion,Silent Cry,Robert Pierre
Abortion,Silent Scream,The Crucified
Abortion,Silent Scream,Tony Melendez
Abortion,Silent Scream,Slayer
Abortion,Silent Scream,Stutterfly
Abortion,Sixteen Thousand Faces,Pat Boone
Abortion,Slide,The Goo Goo Dolls
Abortion,Sometimes Miracles Hide,Bruce Carroll
Abortion,Song Groove (A/K/A Abortion Papers),Michael Jackson
Abortion,Song X,Neil Young (featuring Pearl Jam)
Abortion,Speculum,Adema
Abortion,Spin,Taking Back Sunday
Abortion,Stomach Ghost,The Darling DeMaes
Abortion,Story of Her Life,Mukala
Abortion,The Stranger,Kat Eggleston
Abortion,Sunshine and Dandelions,Cosmo Jarvis
Abortion,Superman,Marry Me Jane
Abortion,The Survivor,Phil Keaggy
Abortion,Tears Fall,BarlowGirl
Abortion,That Hospital,Loudon Wainwright III
Abortion,That's Love,Ricochet
Abortion,These Three Things,Type O Negative
Abortion,Third Planet,Modest Mouse
Abortion,This Time,John Elefante
Abortion,Tomorrow,Mat Kearney
Abortion,A Tool to Scream,Zao
Abortion,To Zion,Lauryn Hill
Abortion,Traffic,Stereophonics
Abortion,Unbeschreiblich weiblich,Nina Hagen
Abortion,Unborn,Caitlin Jane
Abortion,Unborn Child,The Rep
Abortion,Unborn Child,Seals and Crofts
Abortion,Unborn Me,G. Finale (featuring J'Maine Jones)
Abortion,The Unseen,Geto Boys
Abortion,Up All Night,Charlotte Martin
Abortion,Warm Sentiments,Arrested Development
Abortion,Water &amp; Bridges,Kenny Rogers
Abortion,What Do You Say,Robert Galea
Abortion,What If I,Lyrycyst (featuring Rachael Lampa)
Abortion,What It's Like,Everlast
Abortion,What's Going On,Remy Ma (featuring Keyshia Cole)
Abortion,When Under Ether,PJ Harvey
Abortion,White Crosses,Against Me!
Abortion,Who's the Victim,The Lead
Abortion,Why Oh Why,Holly Near
Abortion,Willie Mae,Steve Arrington
Abortion,Wisdom Is Watching,Carrie Newcomer
Abortion,Woman Child,Harry Chapin
Abortion,Womb,Wumpscut
Abortion,You Can't Be Too Strong,Graham Parker
Abortion,You My Child,Stuart Davis
Abortion,You vs Them,Jhené Aiko
Abortion,Your Escape,Tragedy Ann
Abortion,Your Pretty Baby,The 77s
Abortion,(You're) Having My Baby,Paul Anka (featuring Odia Coates)
Nuclear War,Adrian,Eurythmics
Nuclear War,Afraid of the Russians,Made for TV
Nuclear War,After the Holocaust,Nuclear Assault
Nuclear War,After the War,Asia
Nuclear War,Aftermath,Armored Saint
Nuclear War,Aftershock,Anthrax
Nuclear War,All Fall Down,B-Movie
Nuclear War,Always the Sun,The Stranglers
Nuclear War,American Soviets,CCCP
Nuclear War,April 2031,Warrant
Nuclear War,Armageddon Days (Are Here Again),The The
Nuclear War,Atom Drub Bop,The Three Johns
Nuclear War,Atom Tan,The Clash
Nuclear War,Atomic Dog,George Clinton and the P-Funk All-Stars
Nuclear War,Atomic Playboys,Steve Stevens
Nuclear War,Back to Zero,The Rolling Stones
Nuclear War,Beat Street,Grandmaster Flash and the Furious Five
Nuclear War,Beneath the Remains,Sepultura
Nuclear War,Between the Wheels,Rush
Nuclear War,Billy's Line,Red Box
Nuclear War,Birthright,Anderson, Bruford, Wakeman, Howe
Nuclear War,Black Celebration,Depeche Mode
Nuclear War,Black Planet,The Sisters of Mercy
Nuclear War,Blackened,Metallica
Nuclear War,Blossom and Blood,Midnight Oil
Nuclear War,Blow the House Down,Siouxsie and the Banshees
Nuclear War,Blowin' Sky High,Berlin
Nuclear War,Bombers,David Bowie
Nuclear War,Bomb Iran,JC &amp; The B-1 Bombers
Nuclear War,Bombe the Russians,Fear
Nuclear War,Boom Box,Vitabeats
Nuclear War,Breathing,Kate Bush
Nuclear War,Brighter Than A Thousand Suns,Iron Maiden
Nuclear War,Burning Down the House,Talking Heads
Nuclear War,Burning Heart,Survivor
Nuclear War,Can't Stop Running,Space Monkey
Nuclear War,Chain Reaction,Journey
Nuclear War,Channel-Z,The B-52's
Nuclear War,Chemical Warfare,Slayer
Nuclear War,Cities in Dust,Siouxsie &amp; The Banshees
Nuclear War,Claude Rains,The Front Lawn
Nuclear War,Clean, Clean,Bruce Woolley and the Camera Club / The Buggles
Nuclear War,Cloudburst at Shingle St.,Thomas Dolby
Nuclear War,Come Away Melinda,Bobbie Gentry
Nuclear War,Countdown to Zero,Asia
Nuclear War,Crawl Out Through the Fallout,Sheldon Allman
Nuclear War,Cries of Help,Discharge
Nuclear War,Cruise,David Gilmour
Nuclear War,Cruise Missiles,Fischer-Z
Nuclear War,Cuando Seas Grande,Miguel Mateos
Nuclear War,Curfew,The Stranglers
Nuclear War,Current Events,Joe King Carrasco and the Crowns
Nuclear War,Dancing With Tears in My Eyes,Ultravox
Nuclear War,Dangerous Moments,Martin Briley
Nuclear War,Dawn Patrol,Megadeth
Nuclear War,The Day After,The Men They Couldn't Hang
Nuclear War,The Dead Next Door,Billy Idol
Nuclear War,De Bom,Doe Maar
Nuclear War,Def.Com.One,Pop Will Eat Itself
Nuclear War,D-Day,Bus Boys
Nuclear War,Dig a Hole in the Ground,Fred Small
Nuclear War,Disaster Area,All Out Attack
Nuclear War,Distant Early Warning,Rush
Nuclear War,Domino,Genesis
Nuclear War,Don't Crash,Front 242
Nuclear War,Do You Believe in the Westworld?,Theatre of Hate
Nuclear War,Dream Home in New Zealand,The Beat
Nuclear War,Dream Told by Moto,Minutemen
Nuclear War,Earth Crusher,Mr. Lif
Nuclear War,Eighth Day,Hazel O'Connor
Nuclear War,Einstein A Go Go,Landscape
Nuclear War,Electric Funeral,Black Sabbath
Nuclear War,The End,Discharge
Nuclear War,Enola Gay,OMD
Nuclear War,Euroshima,John Waite
Nuclear War,Eve of Destruction,Barry McGuire
Nuclear War,Everybody Have Fun Tonight,Wang Chung
Nuclear War,Everybody Wants to Rule the World,Tears for Fears
Nuclear War,Everyday Is Like Sunday,Morrissey
Nuclear War,Fabulous Disaster,Exodus
Nuclear War,Fallout,Data
Nuclear War,Famous Last Words,Tears for Fears
Nuclear War,Fight Fire with Fire,Metallica
Nuclear War,The Final Bloodbath,Discharge
Nuclear War,The Final Countdown,Europe
Nuclear War,Fire in the Sky,Saxon
Nuclear War,Fireside Favourite,Fad Gadget
Nuclear War,Five Years,David Bowie
Nuclear War,Flame of the West,Big Country
Nuclear War,Flyingdale Flyer,Jethro Tull
Nuclear War,Forever Young,Alphaville
Nuclear War,Four Minute Warning,Mark Owen
Nuclear War,Four Minutes,Culture Shock
Nuclear War,Four Minutes,Roger Waters
Nuclear War,French Letters,Herbs
Nuclear War,The Future's So Bright, I Gotta Wear Shades,Timbuk 3
Nuclear War,Ghost Town,The Specials
Nuclear War,Glad It's All Over,Captain Sensible
Nuclear War,The Great Atomic Power,The Louvin Brothers
Nuclear War,Ground B Sound,Death Piggy
Nuclear War,The Gunner's Dream- Paranoid Eyes,Pink Floyd
Nuclear War,Guns in the Sky,INXS
Nuclear War,Hallowed Ground,Violent Femmes
Nuclear War,Hammer to Fall,Queen
Nuclear War,A Hard Rain's a-Gonna Fall,Bob Dylan
Nuclear War,Harrisburg,Midnight Oil
Nuclear War,Heat,Leslie Spit Treeo
Nuclear War,Heatwave,Fay Ray
Nuclear War,A Hell On Earth,Discharge
Nuclear War,He Looks Like Spencer Tracy Now,Deacon Blue
Nuclear War,Help Save the Youth of America,Billy Bragg
Nuclear War,Hercules,Midnight Oil
Nuclear War,Here Comes President Kill Again,XTC
Nuclear War,Here Comes Your Man,Pixies
Nuclear War,Heresy,Rush
Nuclear War,Hiroshima,Gary Moore
Nuclear War,Hiroshima,Sandra
Nuclear War,Hiroshima Nagasaki, Russian Roulette,Moving Hearts
Nuclear War,Hiroshima, Mon Amour,Ultravox
Nuclear War,House at Pooneil Corners,Jefferson Airplane
Nuclear War,Human Error,Subhumans
Nuclear War,I.C.B.M.,Amebix
Nuclear War,I Come and Stand at Every Door,The Byrds
Nuclear War,I Don't Wanna Die,4 Skins
Nuclear War,I Found That Essence Rare,Gang of Four
Nuclear War,Ignorance,Sacred Reich
Nuclear War,I Love the World,New Model Army
Nuclear War,In the Hole,Armored Saint
Nuclear War,Invasion,Skrewdriver
Nuclear War,I Remember the Sun,XTC
Nuclear War,Is There Something I Should Know?,Duran Duran
Nuclear War,It's A Mistake,Men At Work
Nuclear War,I've Known No War,The Who
Nuclear War,I Won't Let the Sun Go Down on Me,Nik Kershaw
Nuclear War,Janitor,Suburban Lawns
Nuclear War,Just Another Day,Oingo Boingo
Nuclear War,Jesus Hits Like the Atomic Bomb,Lowell Blanchard and the Vally Trio
Nuclear War,Kill for Peace,The Fugs
Nuclear War,Kill the Poor,Dead Kennedys
Nuclear War,Killer of Giants,Ozzy Osbourne
Nuclear War,Kinky Sex Makes the World Go Round,Dead Kennedys
Nuclear War,King of the World,Steely Dan
Nuclear War,Land of Confusion,Genesis
Nuclear War,Last Domino,Genesis
Nuclear War,Last in the House of Flames,UK Decay
Nuclear War,Lawyers in Love,Jackson Browne
Nuclear War,Leave in Silence,Depeche Mode
Nuclear War,Leningrad,Billy Joel
Nuclear War,Let Me Die In My Footsteps,Bob Dylan
Nuclear War,Let's All Make A Bomb,Heaven 17
Nuclear War,Let's Have A War,Fear
Nuclear War,Let's Talk About it,Dweezil Zappa
Nuclear War,Life During Wartime,Talking Heads
Nuclear War,Listen,Tears For Fears
Nuclear War,Live Fast, Die Young,Circle Jerks
Nuclear War,Living Through Another Cuba,XTC
Nuclear War,Lock and Key,Rush
Nuclear War,Love Missile F1-11,Sigue Sigue Sputnik
Nuclear War,Lovers in a Dangerous Time,Bruce Cockburn
Nuclear War,Man at C&amp;A,The Specials
Nuclear War,Manhattan Project,Rush
Nuclear War,Maralinga,Urban Guerrillas
Nuclear War,Massive Retaliation,Sigue Sigue Sputnik
Nuclear War,Mediate,INXS
Nuclear War,Merry Minuet,Kingston Trio
Nuclear War,Missiles,The Sound
Nuclear War,Mutually Assured Destruction (M.A.D.),Gillan
Nuclear War,Nagasaki Nightmare,Crass
Nuclear War,New Frontier,Donald Fagen
Nuclear War,North Winds Blowing,The Stranglers
Nuclear War,Nuclear Attack,Gary Moore
Nuclear War,Nuclear Cop,Redgum
Nuclear War,Nuclear War,New Politics
Nuclear War,Nuclear War,Yo La Tengo
Nuclear War,On the Beach,The Comsat Angels
Nuclear War,Paranoid Chant,Minutemen
Nuclear War,Party at Ground Zero,Fishbone
Nuclear War,Planet Earth,Duran Duran
Nuclear War,Political Science,Randy Newman
Nuclear War,Protect and Survive,Runrig
Nuclear War,Red Rain,Peter Gabriel
Nuclear War,Red Shadows,T.S.O.L.
Nuclear War,Ride the Wind,Crazy Planet
Nuclear War,Russians,Sting
Nuclear War,Seconds,U2
Nuclear War,Stop the World,The Clash
Nuclear War,Strike Zone,Loverboy
Nuclear War,Sunrise,Icehouse
Nuclear War,Thank Christ for The Bomb,Groundhogs
Nuclear War,Time Will Crawl,David Bowie
Nuclear War,Tropicana,Gruppo Italiano
Nuclear War,Twilight Gods,Helloween
Nuclear War,Warhead,UK Subs
Nuclear War,We Don't Want No Nuclear War,Peter Tosh
Nuclear War,We Will All Go Together When We Go,Tom Lehrer
Nuclear War,We Will Become Silhouettes,The Postal Service
Nuclear War,Winds of Change,Scorpions
Nuclear War,Wooden Ships,Crosby, Stills &amp; Nash
Nuclear War,World Destruction,Time Zone
Nuclear War,1999,Prince
Nuclear War,2 Minutes to Midnight,Iron Maiden
Nuclear War,99 Luftballons,Nena
War,Run To The Hills,Iron Maiden
Genocide,Run To The Hills,Iron Maiden
Prostitution,22 Acacia Avenue,Iron Maiden
War,War Pigs,Black Sabbath
Fear,Fear of the Dark,Iron Maiden
Mental Illness,Mind of a Lunatic,Geto Boys
Murder,Mind of a Lunatic,Geto Boys
Death,Don't Fear the Reaper,Blue Oyster Cult
Goodbye,The End,The Doors
Murder,The Shining Path,Tristania
Planes,Aces High,Iron Maiden
War,Aces High,Iron Maiden
Money,Rich Bitch,Die Antwoord
Outcast,Alien,Die Antwoord
City,Downtown,Petula Clark
War,99 Luftballons,Nena
Mental Illness,Unsociable,Mindless Self Indulgence
Breakup,My Last Date(With You),Ann-Margret
Murder,The Cafeteria,Bones
Devotion,Satellite,Lena
Obsession,Satellite,Lena
Murder,I Don't Like Mondays,The Boomtown Rats
Suicide,Hey Man Nice Shot,Filter
Devotion,Under Your Spell,Desire
Obsession,Under Your Spell,Desire
Goodbye,We'll Meet Again,Vera Lynn
Cheating,Come a Little Bit Closer,Jay and the Americans
Prostitution,Fancy,Bobbie Gentry
Suicide,Ode to Billie Joe,Bobbie Gentry
Breakup,The End of the World,Skeeter Davis
Family,Coal Miner's Daughter,Loretta Lynn
Vanity,You're So Vain,Carly Simon
Murder,The Night the Lights Went Out in Georgia,Reba McIntyre
Hypocrite,Harper Valley P.T.A,Jeannie C. Riley
Murder,Night of the 44,Insane Clown Posse
Drugs,Tik Tik Tik,MaxNormal.TV
Breakup,She's Not There,Zombies
Murder,The End,The Doors
Breakup,Goodbye to Romance,Ozzy Osbourne
Goodbye,Goodbye to Romance,Ozzy Osbourne
Drugs,Junkie,Ozzy Osbourne
Environmentalism,Dreamer,Ozzy Osbourne
War,2 Minutes to Midnight,Iron Maiden
Greed,2 Minutes to Midnight,Iron Maiden
Goodbye,Cemetary Gates,Pantera
Death,Cemetary Gates,Pantera
Loss,Cemetary Gates,Pantera
Moving On,Cemetary Gates,Pantera
Secrets,Dollhouse,Melanie Martinez
Devotion,Nothing Else Matters,Metallica
Trust,Nothing Else Matters,Metallica
Outcast,Nothing Else Matters,Metallica
Fear,Under the Blade,Twisted Sister
Obsession,Run For Your Life,Twisted Sister
Prostitution,She Wants Money,Ratt
Breakup,I Won't Forget You,Poison
Breakup,Nobody's Fool,Cinderella
Breakup,Against All Odds,Phil Collins
Breakup,I Will Always Love You,Whitney Houston
Breakup,I Will Always Love You,Dolly Parton
Breakup,Un-Break My Heart,Toni Braxton
Breakup,Careless Whisper,George Michael
Breakup,Believe,Cher
Breakup,Hello,Adele
Breakup,Love Yourself,Justin Bieber
Crime,18 and Life,Skid Row
Crime,I No Dat U H8,Killa C
Cheating,Before He Cheats,Carrie Underwood
Cheating,A Little Bit Stronger,Sara Evans
Cheating,You Should Have Known Better,Monica
Cheating,Goodbye Earl,Dixie Chicks
Murder,Goodbye Earl,Dixie Chicks
Crime,Goodbye Earl,Dixie Chicks
Cheating,Unfaithful,Rihanna
Cheating,When You Were Cheating,Sara Evans
Cheating,Liar,Profyle
Breakup,Liar,Profyle
Rape,Jonestown Tea,Otep
Cult,Jonestown Tea,Otep
Mental Illness,Swallow,Emilie Autumn
Depression,Swallow,Emilie Autumn
Crime,Assassins,Geto Boys
Murder,Assassins,Geto Boys
Motivation,Grindstone,Backwordz
Politics,Utopias Don't Exist,Backwordz
Bartender,Brandy,Looking Glass
Crime,Paper Planes,M.I.A.
